Valor
3,4
4,75
1,79
3,74
1,01
1,51
0,36
-1,43
0,77
-0,4
-0,62
2,17
4,4
3,98
4,56
4,6
3,48
2,33
0,46
-0,53
0,48
2,3
4,17
5,17
2,67
0,78
0,63
0,59
3,88
6,31
6,56
6,21
4,18
4,47
2,11
2,15
4,28
2,28
4,49
4,8
5,19
6,54
5,87
6,64
6,16
6,34
6,98
1,03
-2,43
-2,2
-1,16
5,32
9,21
8,52
6,91
5,69
5,19
4,7
3,54
2,57
1,71
0,99
2,49
2,48
2,71
4,01
2,76
2,55
3,52
-0,4
-0,64
-0,31
-1,78
-2,96
-4,53
-5,76
-5,43
-3,58
-2,87
-2,46
-0,35
0,27
