"","Type","Source","Target"
"1","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/","http://www.puc-rio.br/"
"2","AHREF","http://www.puc-rio.br/sobrepuc/brasao/index.html","http://www.puc-rio.br/"
"3","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html","http://www.puc-rio.br/"
"4","AHREF","http://www.puc-rio.br/sobrepuc/admin/index.html","http://www.puc-rio.br/"
"5","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/contatos.html","http://www.puc-rio.br/"
"6","AHREF","http://www.puc-rio.br/sobrepuc/brasao/","http://www.puc-rio.br/"
"7","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/","http://www.puc-rio.br/"
"8","AHREF","http://www.puc-rio.br/ensinopesq/academicas/","http://www.puc-rio.br/"
"9","AHREF","http://www.puc-rio.br/ensinopesq/ouvidoria/","http://www.puc-rio.br/"
"10","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/","http://www.puc-rio.br/"
"11","AHREF","http://www.puc-rio.br/ensinopesq/ccg/","http://www.puc-rio.br/"
"12","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/teses.html","http://www.puc-rio.br/"
"13","AHREF","http://www.puc-rio.br/ensinopesq/ccg/representacoes.html","http://www.puc-rio.br/"
"14","AHREF","http://www.puc-rio.br/ensinopesq/ccg/bolsas.html","http://www.puc-rio.br/"
"15","AHREF","http://www.puc-rio.br/ensinopesq/ccg/avaliacoes.html","http://www.puc-rio.br/"
"16","AHREF","http://www.puc-rio.br/ensinopesq/ccg/edu_fisica.html","http://www.puc-rio.br/"
"17","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/index.html","http://www.puc-rio.br/"
"18","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria.html","http://www.puc-rio.br/"
"19","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/noticias.html","http://www.puc-rio.br/"
"20","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_silid-simar_201507.html","http://www.puc-rio.br/"
"21","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_v_congresso_lat-am_form_prof_linguas.html","http://www.puc-rio.br/"
"22","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_primeiro_encontro_institucional.html","http://www.puc-rio.br/"
"23","AHREF","http://www.puc-rio.br/sobrepuc/historia/index.html","http://www.puc-rio.br/"
"24","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/relatorios.html","http://www.puc-rio.br/"
"25","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/relatorios.html","http://www.puc-rio.br/"
"26","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/espaco_do_pesquisador2.html","http://www.puc-rio.br/"
"27","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/espaco_do_pesquisador2.html","http://www.puc-rio.br/"
"28","AHREF","http://www.puc-rio.br/ferramentas/eventos/visao/","http://www.puc-rio.br/"
"29","AHREF","http://www.puc-rio.br/ensinopesq/ccg/dominios.html","http://www.puc-rio.br/"
"30","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/inscricoes.html","http://www.puc-rio.br/"
"31","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/bolsas_praticas.html","http://www.puc-rio.br/"
"32","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_2_encontro_pibid_filosofia.html","http://www.puc-rio.br/"
"33","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/fies_aditamentos.html","http://www.puc-rio.br/"
"34","AHREF","http://www.puc-rio.br/sobrepuc/depto/dar/calendario/","http://www.puc-rio.br/"
"35","AHREF","http://www.puc-rio.br/ensinopesq/ccci/academico/dupldipl.html","http://www.puc-rio.br/"
"36","AHREF","http://www.puc-rio.br/sobrepuc/depto/dar/index.html","http://www.puc-rio.br/"
"37","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/atrib.html","http://www.puc-rio.br/"
"38","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_5enalic_4pibid_11inidoc.html","http://www.puc-rio.br/"
"39","AHREF","http://www.puc-rio.br/sobrepuc/depto/dar/matricula.html","http://www.puc-rio.br/"
"40","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_encontro_interinstitucional_01.html","http://www.puc-rio.br/"
"41","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrac/plagio.html","http://www.puc-rio.br/"
"42","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_ruda.html","http://www.puc-rio.br/"
"43","AHREF","http://www.puc-rio.br/sobrepuc/admin/organograma.html","http://www.puc-rio.br/"
"44","AHREF","http://www.puc-rio.br/ensinopesq/ccg/anuidadesCCG.html","http://www.puc-rio.br/"
"45","AHREF","http://www.puc-rio.br/sobrepuc/depto/dar/trans.html","http://www.puc-rio.br/"
"46","AHREF","http://www.puc-rio.br/faleconosco/","http://www.puc-rio.br/"
"47","AHREF","http://www.puc-rio.br/sobrepuc/assessoria_comunicacao.html","http://www.puc-rio.br/"
"48","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_cerimonia_de_encerramento_pibid_2012.html","http://www.puc-rio.br/"
"49","AHREF","http://www.puc-rio.br/vrc/","http://www.puc-rio.br/"
"50","AHREF","http://www.puc-rio.br/sobrepuc/campus/galeria/index.html","http://www.puc-rio.br/"
"51","AHREF","http://www.puc-rio.br/ensinopesq/ccg/nivelamento_portugues.html","http://www.puc-rio.br/"
"52","AHREF","http://www.puc-rio.br/ensinopesq/ccg/prouni/","http://www.puc-rio.br/"
"53","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/departamentos.html","http://www.puc-rio.br/"
"54","AHREF","http://www.puc-rio.br/sobrepuc/depto/dar/calendario/index.html","http://www.puc-rio.br/"
"55","AHREF","http://www.puc-rio.br/ensinopesq/academicas/index.html","http://www.puc-rio.br/"
"56","AHREF","http://www.puc-rio.br/ensinopesq/ccci/","http://www.puc-rio.br/"
"57","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/normas.html","http://www.puc-rio.br/"
"58","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/normas.html","http://www.puc-rio.br/"
"59","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_cerimonia_de_abertura_pibid_2013.html","http://www.puc-rio.br/"
"60","AHREF","http://www.puc-rio.br/ensinopesq/ccg/estagios_monitorias.html","http://www.puc-rio.br/"
"61","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/servicos.html","http://www.puc-rio.br/"
"62","AHREF","http://www.puc-rio.br/sobrepuc/anuarios/","http://www.puc-rio.br/"
"63","AHREF","http://www.puc-rio.br/sobrepuc/depto/solar/expos_2017/VazioPleno.html","http://www.puc-rio.br/"
"64","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/especializacao.html","http://www.puc-rio.br/"
"65","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_cerimonia_de_abertura_pibid.html","http://www.puc-rio.br/"
"66","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/jornada_pedagogica_2017.html","http://www.puc-rio.br/"
"67","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrd/index.html","http://www.puc-rio.br/"
"68","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_seminario_pibid_sudeste_201510.html","http://www.puc-rio.br/"
"69","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/atv_edu_fisica.html","http://www.puc-rio.br/"
"70","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/apresentacao_ted.html","http://www.puc-rio.br/"
"71","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_encontro_pratica_ensino_geografia.html","http://www.puc-rio.br/"
"72","AHREF","http://www.puc-rio.br/sobrepuc/mensagem/index.html","http://www.puc-rio.br/"
"73","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_encontro_pibid_filosofia_03.html","http://www.puc-rio.br/"
"74","AHREF","http://www.puc-rio.br/ensinopesq/academicas/indexprof.html","http://www.puc-rio.br/"
"75","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/estrutura.html","http://www.puc-rio.br/"
"76","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_conasco_201509.html","http://www.puc-rio.br/"
"77","AHREF","http://www.puc-rio.br/sobrepuc/depto/","http://www.puc-rio.br/"
"78","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/eventosecerimonial/formatura/","http://www.puc-rio.br/"
"79","AHREF","http://www.puc-rio.br/ensinopesq/ccg/cursos.html","http://www.puc-rio.br/"
"80","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_4o_encontro_institucional.html","http://www.puc-rio.br/"
"81","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrad/cobranca_registrada2.html","http://www.puc-rio.br/"
"82","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrac/projetos/suporte_inclusao.html","http://www.puc-rio.br/"
"83","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/equipe.html","http://www.puc-rio.br/"
"84","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/encontro_pibid_2016.html","http://www.puc-rio.br/"
"85","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_encontro_ensino_geografia_201510.html","http://www.puc-rio.br/"
"86","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccbs.html","http://www.puc-rio.br/"
"87","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrad/prefeitura.html","http://www.puc-rio.br/"
"88","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/publicacoes.html","http://www.puc-rio.br/"
"89","AHREF","http://www.puc-rio.br/sobrepuc/historia/","http://www.puc-rio.br/"
"90","AHREF","http://www.puc-rio.br/ensinopesq/ccg/enade.html","http://www.puc-rio.br/"
"91","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_4o_semana_filosofia.html","http://www.puc-rio.br/"
"92","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_subproj_fil_rede_mercosul_mobilidade.html","http://www.puc-rio.br/"
"93","AHREF","http://www.puc-rio.br/ensinopesq/bolsasefinanciamentos/index.html","http://www.puc-rio.br/"
"94","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/iniciacao_cientifica.html","http://www.puc-rio.br/"
"95","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/materias_especiais.html","http://www.puc-rio.br/"
"96","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/ccci.html","http://www.puc-rio.br/"
"97","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_visita_profaurelcardozo.html","http://www.puc-rio.br/"
"98","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/nucleos.html","http://www.puc-rio.br/"
"99","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_3o_encontro_institucional.html","http://www.puc-rio.br/"
"100","AHREF","http://www.puc-rio.br/sobrepuc/admin/","http://www.puc-rio.br/"
"101","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/projetos.html","http://www.puc-rio.br/"
"102","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/downloads.html","http://www.puc-rio.br/"
"103","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/downloads.html","http://www.puc-rio.br/"
"104","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/respuc/trabalho_social.html","http://www.puc-rio.br/"
"105","AHREF","http://www.puc-rio.br/sobrepuc/depto/dar/procedimentos_menu.html","http://www.puc-rio.br/"
"106","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/pibic/index.html","http://www.puc-rio.br/"
"107","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/pibid_encontro02.html","http://www.puc-rio.br/"
"108","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/projeto.html","http://www.puc-rio.br/"
"109","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/missao.html","http://www.puc-rio.br/"
"110","AHREF","http://www.puc-rio.br/ensinopesq/ouvidoria/formulario.html","http://www.puc-rio.br/"
"111","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/bolsas_regularizacao.html","http://www.puc-rio.br/"
"112","AHREF","http://www.puc-rio.br/ferramentas/eventos/visao/formulario.html","http://www.puc-rio.br/"
"113","AHREF","http://www.puc-rio.br/ensinopesq/ccg/prouni/index.html","http://www.puc-rio.br/"
"114","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_clafpl_2016.html","http://www.puc-rio.br/"
"115","AHREF","http://www.puc-rio.br/ferramentas/editais/visao/index.html","http://www.puc-rio.br/"
"116","AHREF","http://www.puc-rio.br/vrc/bolsas.html","http://www.puc-rio.br/"
"117","AHREF","http://www.puc-rio.br/ensinopesq/ccg/bolsa_premio.html","http://www.puc-rio.br/"
"118","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/desempenho.html","http://www.puc-rio.br/"
"119","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/historia.html","http://www.puc-rio.br/"
"120","AHREF","http://www.puc-rio.br/ccci/","http://www.puc-rio.br/"
"121","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/index.html","http://www.puc-rio.br/"
"122","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrad/index.html","http://www.puc-rio.br/"
"123","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/","http://www.puc-rio.br/"
"124","AHREF","http://www.puc-rio.br/sobrepuc/projetos/","http://www.puc-rio.br/"
"125","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrad/cal_administrativo.html","http://www.puc-rio.br/"
"126","AHREF","http://www.puc-rio.br/sobrepuc/campus/","http://www.puc-rio.br/"
"127","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/tabavaliacoes.html","http://www.puc-rio.br/"
"128","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/seminario_ciencias_sociais_2.html","http://www.puc-rio.br/"
"129","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/documentos.html","http://www.puc-rio.br/"
"130","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/index.html","http://www.puc-rio.br/"
"131","AHREF","http://www.puc-rio.br/ensinopesq/ccpg/bolsas.html","http://www.puc-rio.br/"
"132","AHREF","http://www.puc-rio.br/ensinopesq/bolsasefinanciamentos/","http://www.puc-rio.br/"
"133","AHREF","http://www.puc-rio.br/ensinopesq/ccg/pibid/galeria_2o_encontro_institucional.html","http://www.puc-rio.br/"
"134","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/index.html","http://www.puc-rio.br/"
"135","AHREF","http://www.puc-rio.br/vrc/bolsas_fies.html","http://www.puc-rio.br/"
"139","AHREF","http://www.puc-rio.br/index.html","http://www.puc-rio.br/sobrepuc/campus"
"269","AHREF","http://www.puc-rio.br/index.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/"
"270","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/"
"271","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/"
"272","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/"
"273","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/contatos.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/"
"274","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/equipe.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/"
"275","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/projeto.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/"
"276","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/desempenho.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/"
"277","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/documentos.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/"
"278","AHREF","http://www.puc-rio.br/index.html","http://www.puc-rio.br/ensinopesq/ouvidoria"
"324","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"325","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"326","AHREF","http://www.puc-rio.br/sobrepuc/admin/index.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"327","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/contatos.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"328","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"329","AHREF","http://www.puc-rio.br/ensinopesq/ccg/edu_fisica.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"330","AHREF","http://www.puc-rio.br/sobrepuc/historia/index.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"331","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/fies_aditamentos.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"332","AHREF","http://www.puc-rio.br/sobrepuc/admin/organograma.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"333","AHREF","http://www.puc-rio.br/sobrepuc/assessoria_comunicacao.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"334","AHREF","http://www.puc-rio.br/vrc/","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"335","AHREF","http://www.puc-rio.br/sobrepuc/campus/galeria/index.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"336","AHREF","http://www.puc-rio.br/sobrepuc/anuarios/","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"337","AHREF","http://www.puc-rio.br/sobrepuc/depto/solar/expos_2017/VazioPleno.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"338","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrd/index.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"339","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/atv_edu_fisica.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"340","AHREF","http://www.puc-rio.br/sobrepuc/mensagem/index.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"341","AHREF","http://www.puc-rio.br/sobrepuc/depto/","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"342","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/eventosecerimonial/formatura/","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"343","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrad/cobranca_registrada2.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"344","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/equipe.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"345","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccbs.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"346","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrad/prefeitura.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"347","AHREF","http://www.puc-rio.br/sobrepuc/historia/","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"348","AHREF","http://www.puc-rio.br/sobrepuc/admin/","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"349","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/projeto.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"350","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/bolsas_regularizacao.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"351","AHREF","http://www.puc-rio.br/vrc/bolsas.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"352","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/desempenho.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"353","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/index.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"354","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrad/index.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"355","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"356","AHREF","http://www.puc-rio.br/sobrepuc/projetos/","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"357","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrad/cal_administrativo.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"358","AHREF","http://www.puc-rio.br/sobrepuc/campus/","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"359","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/documentos.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"360","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/index.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"361","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/index.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"362","AHREF","http://www.puc-rio.br/vrc/bolsas_fies.html","http://www.puc-rio.br/sobrepuc/brasao/index.html"
"408","AHREF","http://www.puc-rio.br/sobrepuc/brasao/index.html","http://www.puc-rio.br/sobrepuc/admin/vrd/brasao/index.html"
"409","AHREF","http://www.puc-rio.br/sobrepuc/brasao/index.html","http://www.puc-rio.br/sobrepuc/admin/vrd/brasao/index.html"
"410","AHREF","http://www.puc-rio.br/sobrepuc/brasao/","http://www.puc-rio.br/sobrepuc/admin/vrd/brasao/index.html"
"411","AHREF","http://www.puc-rio.br/sobrepuc/brasao/","http://www.puc-rio.br/sobrepuc/admin/vrd/brasao/index.html"
"412","AHREF","http://www.puc-rio.br/index.html","http://noticiaspuc-rio.rdc.puc-rio.br/cgi/cgilua.exe/sys/start.htm?infoid=61&sid=2"
"413","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html"
"414","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html"
"415","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html"
"416","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/contatos.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html"
"417","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/equipe.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html"
"418","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/projeto.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html"
"419","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/desempenho.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html"
"420","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/documentos.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html"
"421","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/index.html","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html"
"422","AHREF","http://www.puc-rio.br/index.html","http://vrac.puc-rio.br/cgi/cgilua.exe/sys/start.htm?infoid=778&sid=19"
"423","AHREF","http://www.puc-rio.br/sobrepuc/brasao/index.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"424","AHREF","http://www.puc-rio.br/sobrepuc/brasao/index.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"425","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/plano.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"426","AHREF","http://www.puc-rio.br/sobrepuc/admin/index.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"427","AHREF","http://www.puc-rio.br/sobrepuc/admin/index.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"428","AHREF","http://www.puc-rio.br/sobrepuc/admin/index.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"429","AHREF","http://www.puc-rio.br/sobrepuc/admin/index.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"430","AHREF","http://www.puc-rio.br/sobrepuc/depto/ccpa/cpa/contatos.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"431","AHREF","http://www.puc-rio.br/sobrepuc/brasao/","http://www.puc-rio.br/sobrepuc/admin/index.html"
"432","AHREF","http://www.puc-rio.br/sobrepuc/brasao/","http://www.puc-rio.br/sobrepuc/admin/index.html"
"433","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/","http://www.puc-rio.br/sobrepuc/admin/index.html"
"434","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/teses.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"435","AHREF","http://www.puc-rio.br/sobrepuc/historia/index.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"436","AHREF","http://www.puc-rio.br/sobrepuc/historia/index.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"437","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/fies_aditamentos.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"438","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrac/plagio.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"439","AHREF","http://www.puc-rio.br/sobrepuc/admin/organograma.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"440","AHREF","http://www.puc-rio.br/sobrepuc/assessoria_comunicacao.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"441","AHREF","http://www.puc-rio.br/sobrepuc/assessoria_comunicacao.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"442","AHREF","http://www.puc-rio.br/vrc/","http://www.puc-rio.br/sobrepuc/admin/index.html"
"443","AHREF","http://www.puc-rio.br/sobrepuc/campus/galeria/index.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"444","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/departamentos.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"445","AHREF","http://www.puc-rio.br/sobrepuc/admin/ccs/servicos.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"446","AHREF","http://www.puc-rio.br/sobrepuc/anuarios/","http://www.puc-rio.br/sobrepuc/admin/index.html"
"447","AHREF","http://www.puc-rio.br/sobrepuc/anuarios/","http://www.puc-rio.br/sobrepuc/admin/index.html"
"448","AHREF","http://www.puc-rio.br/sobrepuc/depto/solar/expos_2017/VazioPleno.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"449","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrd/index.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"450","AHREF","http://www.puc-rio.br/sobrepuc/admin/vrc/atv_edu_fisica.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
"451","AHREF","http://www.puc-rio.br/sobrepuc/mensagem/index.html","http://www.puc-rio.br/sobrepuc/admin/index.html"
